Order_ID,Order_Date,Customer_Location,Customer_ID,Age,Occupation,Gender,Category_Name,Category_ID,Product_ID,Product_Name,Quantity_Sold,Material,Unit_Price ($),Total_Revenue ($),Eco_Certification,Manufacturing_Emission (kg CO2),Water_Usage (liters),Percentage_Recycled_Material (%),Carbon_Offset_Investment ($),Return_Status,Return_Reason,Customer_Feedback
ORD-005378,2024-07-22,"USA, Seattle",CUST-05378,51,Financial adviser,Male,Shoes,CAT-05,SHO-8477,Shoes Style,4,Linen,175,700,None,4.85,1680,26,0.24,Not Returned,,Average
ORD-005379,2024-11-26,"USA, Berkeley",CUST-05379,54,Technical author,Male,Shirt,CAT-01,SHI-7090,Shirt Style,1,Bamboo,50,50,Fair Trade,13.62,1787,96,0.68,Not Returned,,Good
ORD-005380,2024-08-25,"New Zealand, Wellington",CUST-05380,20,Herbalist,Male,Pants,CAT-02,PA-6243,Pants Green,1,Hemp,105,105,B Corp,3.76,2243,63,0.19,Not Returned,,Good
ORD-005381,2023-05-17,"New Zealand, Wellington",CUST-05381,39,Photographer,Female,Pants,CAT-02,PA-8602,Pants Eco,1,Hemp,90,90,GOTS,4.29,924,64,0.21,Not Returned,,Average
ORD-005382,2025-04-03,"Sweden, Stockholm",CUST-05382,45,Games developer,Male,Bag,CAT-06,BA-1591,Bag Classic,3,Bamboo,110,330,None,9.82,1347,97,0.49,Not Returned,,Excellent
ORD-005383,2023-12-06,"USA, Santa Cruz",CUST-05383,28,"Surveyor, commercial/residential",Female,Shoes,CAT-05,SHO-8448,Shoes Green,1,Linen,180,180,B Corp,4.59,2611,85,0.23,Not Returned,,Good
ORD-005384,2024-12-27,"USA, Boulder",CUST-05384,20,Publishing rights manager,Female,Bag,CAT-06,BA-1728,Bag Green,2,Linen,105,210,B Corp,3.93,2111,65,0.2,Not Returned,,Excellent
ORD-005385,2024-07-30,"Australia, Melbourne",CUST-05385,50,Press photographer,Male,Shirt,CAT-01,SHI-6885,Shirt Eco,5,Bamboo,50,250,OEKO-TEX,6.15,2177,19,0.31,Not Returned,,Excellent
ORD-005386,2023-11-02,"Sweden, Stockholm",CUST-05386,36,Company secretary,Female,Shoes,CAT-05,SHO-4212,Shoes Green,5,Linen,160,800,Fair Trade,2.0,2483,75,0.1,Not Returned,,Excellent
ORD-005387,2023-11-14,"USA, Seattle",CUST-05387,41,Maintenance engineer,Female,Shoes,CAT-05,SHO-6263,Shoes Style,4,Organic Cotton,160,640,Fair Trade,3.12,2330,41,0.16,Not Returned,,Average
ORD-005388,2025-04-04,"Canada, Vancouver",CUST-05388,34,Jewellery designer,Female,Shoes,CAT-05,SHO-3976,Shoes Style,2,Bamboo,165,330,Fair Trade,9.23,1887,47,0.46,Not Returned,,Excellent
ORD-005389,2024-10-02,"Norway, Bergen",CUST-05389,29,Dentist,Other,Shoes,CAT-05,SHO-2549,Shoes Green,1,Organic Cotton,155,155,OEKO-TEX,5.3,2619,63,0.27,Not Returned,,Average
ORD-005390,2025-03-17,"Netherlands, Amsterdam",CUST-05390,20,Solicitor,Female,Shoes,CAT-05,SHO-7142,Shoes Green,2,Linen,165,330,B Corp,10.28,2070,94,0.51,Not Returned,,Good
ORD-005391,2024-01-10,"Sweden, Stockholm",CUST-05391,42,Immigration officer,Male,Shoes,CAT-05,SHO-6524,Shoes Style,1,Linen,180,180,OEKO-TEX,3.85,2832,40,0.19,Not Returned,,Good
ORD-005392,2024-10-20,"Germany, Berlin",CUST-05392,48,Environmental education officer,Female,Jacket,CAT-04,JA-5956,Jacket Green,5,Organic Cotton,225,1125,Fair Trade,3.45,2441,95,0.17,Not Returned,,Excellent
ORD-005393,2025-04-06,"Norway, Bergen",CUST-05393,44,Chief Executive Officer,Male,Pants,CAT-02,PA-4000,Pants Green,3,Hemp,105,315,None,3.76,1216,60,0.19,Not Returned,,Average
ORD-005394,2023-06-20,"Norway, Oslo",CUST-05394,37,Chartered accountant,Male,Shoes,CAT-05,SHO-1482,Shoes Style,2,Linen,180,360,B Corp,6.22,2112,98,0.31,Not Returned,,Average
ORD-005395,2023-12-26,"Norway, Bergen",CUST-05395,22,Barrister,Female,Shoes,CAT-05,SHO-9212,Shoes Eco,4,Recycled Polyester,150,600,GOTS,3.6,1998,99,0.18,Not Returned,,Excellent
ORD-005396,2024-08-08,"USA, Santa Cruz",CUST-05396,31,Animal nutritionist,Male,Pants,CAT-02,PA-9091,Pants Style,5,Bamboo,80,400,None,14.85,1755,33,0.74,Not Returned,,Excellent
ORD-005397,2024-03-21,"USA, Boulder",CUST-05397,43,Dentist,Female,Pants,CAT-02,PA-2296,Pants Green,4,Hemp,90,360,GOTS,8.47,2427,42,0.42,Not Returned,,Excellent
ORD-005398,2023-07-24,"Germany, Freiburg",CUST-05398,34,Structural engineer,Male,Jacket,CAT-04,JA-2078,Jacket Eco,2,Linen,245,490,GOTS,6.5,1338,44,0.33,Not Returned,,Excellent
ORD-005399,2024-10-14,"Norway, Bergen",CUST-05399,26,"Psychologist, sport and exercise",Other,Jacket,CAT-04,JA-8106,Jacket Eco,3,Linen,230,690,Fair Trade,10.88,1886,13,0.54,Not Returned,,Poor
ORD-005400,2024-02-19,"USA, San Francisco",CUST-05400,55,Air cabin crew,Male,Dress,CAT-03,DR-8058,Dress Eco,4,Recycled Polyester,110,440,Fair Trade,3.82,965,23,0.19,Returned,Not as Expected,Poor
ORD-005401,2024-05-07,"Australia, Melbourne",CUST-05401,38,"Engineer, petroleum",Male,Shirt,CAT-01,SHI-7065,Shirt Classic,4,Bamboo,45,180,OEKO-TEX,7.16,1005,82,0.36,Returned,Defective,Good
ORD-005402,2024-12-26,"USA, Boulder",CUST-05402,34,"Engineer, building services",Female,Shoes,CAT-05,SHO-9612,Shoes Style,3,Recycled Polyester,145,435,B Corp,8.03,2590,10,0.4,Not Returned,,Excellent
ORD-005403,2023-12-23,"Norway, Oslo",CUST-05403,33,"Engineer, structural",Male,Shoes,CAT-05,SHO-4262,Shoes Classic,2,Recycled Polyester,145,290,GOTS,12.99,2371,66,0.65,Returned,Wrong Size,Excellent
ORD-005404,2024-03-20,"USA, Boulder",CUST-05404,49,"Pharmacist, community",Female,Shirt,CAT-01,SHI-1469,Shirt Style,5,Bamboo,50,250,Fair Trade,14.02,2766,73,0.7,Not Returned,,Good
ORD-005405,2024-12-17,"USA, Santa Cruz",CUST-05405,48,Geoscientist,Female,Pants,CAT-02,PA-1316,Pants Green,2,Hemp,105,210,B Corp,4.89,2599,94,0.24,Returned,Defective,Average
ORD-005406,2024-02-22,"USA, Berkeley",CUST-05406,44,"Lecturer, higher education",Other,Bag,CAT-06,BA-7748,Bag Classic,4,Linen,110,440,OEKO-TEX,9.86,2574,87,0.49,Not Returned,,Good
ORD-005407,2024-02-20,"Canada, Vancouver",CUST-05407,36,"Engineer, site",Male,Shoes,CAT-05,SHO-9613,Shoes Green,4,Linen,180,720,OEKO-TEX,8.25,1873,38,0.41,Not Returned,,Average
ORD-005408,2023-12-07,"USA, Berkeley",CUST-05408,22,Scientific laboratory technician,Female,Bag,CAT-06,BA-7439,Bag Style,5,Linen,105,525,B Corp,11.63,2480,96,0.58,Not Returned,,Excellent
ORD-005409,2023-05-15,"USA, Boulder",CUST-05409,21,"Nurse, learning disability",Male,Jacket,CAT-04,JA-8172,Jacket Eco,2,Organic Cotton,220,440,None,3.81,599,92,0.19,Returned,Wrong Size,Good
ORD-005410,2024-09-23,"Canada, Vancouver",CUST-05410,45,Television camera operator,Female,Dress,CAT-03,DR-4020,Dress Green,1,Hemp,130,130,Fair Trade,6.18,1135,10,0.31,Not Returned,,Excellent
ORD-005411,2024-02-10,"USA, Burlington",CUST-05411,39,Field trials officer,Male,Jacket,CAT-04,JA-6006,Jacket Classic,3,Organic Cotton,200,600,Fair Trade,14.82,1702,54,0.74,Not Returned,,Good
ORD-005412,2023-12-18,"Sweden, Stockholm",CUST-05412,23,Financial controller,Male,Shoes,CAT-05,SHO-4663,Shoes Green,5,Organic Cotton,140,700,OEKO-TEX,10.13,1971,27,0.51,Not Returned,,Average
ORD-005413,2024-12-08,"Netherlands, Amsterdam",CUST-05413,55,Diagnostic radiographer,Male,Jacket,CAT-04,JA-7590,Jacket Style,5,Bamboo,225,1125,B Corp,9.2,2993,52,0.46,Not Returned,,Excellent
ORD-005414,2023-09-25,"Norway, Bergen",CUST-05414,41,Pensions consultant,Male,Jacket,CAT-04,JA-1162,Jacket Classic,2,Bamboo,205,410,OEKO-TEX,7.27,1338,61,0.36,Not Returned,,Poor
ORD-005415,2024-06-23,"Canada, Vancouver",CUST-05415,22,Estate agent,Male,Bag,CAT-06,BA-4435,Bag Green,5,Organic Cotton,105,525,None,13.62,2911,64,0.68,Not Returned,,Good
ORD-005416,2024-10-22,"USA, Burlington",CUST-05416,50,Community development worker,Female,Dress,CAT-03,DR-6460,Dress Style,3,Bamboo,120,360,Fair Trade,7.07,2779,13,0.35,Not Returned,,Excellent
ORD-005417,2024-11-10,"Netherlands, Amsterdam",CUST-05417,26,Diplomatic Services operational officer,Female,Pants,CAT-02,PA-8130,Pants Green,5,Linen,85,425,GOTS,8.68,932,35,0.43,Not Returned,,Good
ORD-005418,2023-08-21,"Germany, Freiburg",CUST-05418,44,Banker,Male,Jacket,CAT-04,JA-3691,Jacket Green,3,Recycled Polyester,180,540,B Corp,7.01,626,66,0.35,Not Returned,,Good
ORD-005419,2024-01-29,"USA, Boulder",CUST-05419,43,Media buyer,Female,Shoes,CAT-05,SHO-6545,Shoes Eco,5,Hemp,200,1000,B Corp,4.99,848,26,0.25,Not Returned,,Excellent
ORD-005420,2024-06-02,"Germany, Berlin",CUST-05420,23,Public relations account executive,Male,Dress,CAT-03,DR-6545,Dress Eco,5,Bamboo,135,675,OEKO-TEX,10.26,2224,68,0.51,Not Returned,,Good
ORD-005421,2023-11-09,"Germany, Freiburg",CUST-05421,40,Music therapist,Female,Pants,CAT-02,PA-1985,Pants Classic,1,Hemp,90,90,Fair Trade,13.71,1984,64,0.69,Not Returned,,Excellent
ORD-005422,2023-04-28,"Norway, Oslo",CUST-05422,55,IT consultant,Other,Shirt,CAT-01,SHI-1000,Shirt Classic,5,Linen,55,275,OEKO-TEX,10.37,727,99,0.52,Not Returned,,Average
ORD-005423,2024-07-26,"USA, Berkeley",CUST-05423,48,Analytical chemist,Female,Shirt,CAT-01,SHI-6947,Shirt Style,4,Bamboo,50,200,Fair Trade,2.57,2470,59,0.13,Not Returned,,Good
ORD-005424,2024-06-18,"USA, Portland",CUST-05424,27,Historic buildings inspector/conservation officer,Male,Shoes,CAT-05,SHO-8325,Shoes Green,3,Bamboo,155,465,GOTS,2.16,2005,95,0.11,Not Returned,,Average
ORD-005425,2023-04-12,"Germany, Berlin",CUST-05425,31,Land/geomatics surveyor,Female,Shirt,CAT-01,SHI-3065,Shirt Green,3,Organic Cotton,55,165,None,12.56,1153,93,0.63,Not Returned,,Average
ORD-005426,2024-05-24,"New Zealand, Wellington",CUST-05426,50,Immunologist,Female,Jacket,CAT-04,JA-2099,Jacket Green,3,Recycled Polyester,180,540,Fair Trade,13.98,848,28,0.7,Not Returned,,Average
ORD-005427,2023-12-12,"Australia, Melbourne",CUST-05427,48,Administrator,Female,Jacket,CAT-04,JA-8035,Jacket Classic,3,Recycled Polyester,185,555,GOTS,7.58,2589,50,0.38,Returned,Defective,Average
ORD-005428,2025-02-27,"New Zealand, Wellington",CUST-05428,26,Technical author,Other,Pants,CAT-02,PA-2048,Pants Style,4,Organic Cotton,75,300,GOTS,3.81,1725,47,0.19,Not Returned,,Good
ORD-005429,2024-10-06,"USA, San Francisco",CUST-05429,27,Publishing rights manager,Female,Shirt,CAT-01,SHI-6531,Shirt Style,1,Bamboo,50,50,GOTS,4.53,1483,85,0.23,Not Returned,,Good
ORD-005430,2023-10-03,"Norway, Bergen",CUST-05430,28,Herpetologist,Female,Dress,CAT-03,DR-6400,Dress Eco,1,Linen,130,130,OEKO-TEX,6.9,2568,36,0.35,Not Returned,,Good
ORD-005431,2025-04-05,"Germany, Berlin",CUST-05431,23,Trade mark attorney,Female,Bag,CAT-06,BA-2955,Bag Eco,4,Organic Cotton,105,420,GOTS,5.89,570,21,0.29,Not Returned,,Average
ORD-005432,2024-01-19,"USA, Santa Cruz",CUST-05432,23,Call centre manager,Female,Dress,CAT-03,DR-8224,Dress Eco,3,Organic Cotton,130,390,Fair Trade,14.02,1353,77,0.7,Not Returned,,Excellent
ORD-005433,2024-10-16,"USA, Seattle",CUST-05433,34,Education administrator,Male,Shirt,CAT-01,SHI-4488,Shirt Green,2,Bamboo,50,100,OEKO-TEX,6.21,2339,78,0.31,Not Returned,,Excellent
ORD-005434,2025-01-09,"Germany, Freiburg",CUST-05434,28,"Merchandiser, retail",Female,Pants,CAT-02,PA-8004,Pants Style,5,Linen,95,475,B Corp,4.26,2869,30,0.21,Not Returned,,Good
ORD-005435,2024-08-16,"Sweden, Stockholm",CUST-05435,31,Medical technical officer,Male,Shoes,CAT-05,SHO-1175,Shoes Eco,5,Linen,180,900,Fair Trade,13.25,2060,87,0.66,Not Returned,,Excellent
ORD-005436,2023-06-30,"USA, Boulder",CUST-05436,31,Set designer,Male,Shoes,CAT-05,SHO-8167,Shoes Green,4,Recycled Polyester,140,560,B Corp,3.27,2947,57,0.16,Not Returned,,Excellent
ORD-005437,2024-10-21,"Canada, Vancouver",CUST-05437,39,Amenity horticulturist,Female,Bag,CAT-06,BA-8747,Bag Style,1,Recycled Polyester,90,90,GOTS,2.0,1321,46,0.1,Not Returned,,Excellent
ORD-005438,2024-10-12,"Germany, Berlin",CUST-05438,41,"Designer, interior/spatial",Other,Dress,CAT-03,DR-9962,Dress Classic,3,Organic Cotton,110,330,Fair Trade,2.36,1815,56,0.12,Not Returned,,Good
ORD-005439,2023-05-01,"Norway, Oslo",CUST-05439,30,Adult guidance worker,Female,Jacket,CAT-04,JA-5767,Jacket Classic,3,Linen,230,690,GOTS,12.46,2596,79,0.62,Not Returned,,Excellent
ORD-005440,2025-02-10,"Germany, Freiburg",CUST-05440,44,"Exhibitions officer, museum/gallery",Female,Bag,CAT-06,BA-9339,Bag Green,2,Recycled Polyester,95,190,Fair Trade,12.88,1487,87,0.64,Not Returned,,Good
ORD-005441,2024-08-03,"New Zealand, Wellington",CUST-05441,30,Camera operator,Female,Pants,CAT-02,PA-8170,Pants Green,1,Linen,85,85,None,11.53,526,67,0.58,Not Returned,,Good
ORD-005442,2023-09-21,"USA, Portland",CUST-05442,38,Passenger transport manager,Female,Pants,CAT-02,PA-6415,Pants Classic,2,Organic Cotton,80,160,None,14.36,2443,43,0.72,Not Returned,,Good
ORD-005443,2023-07-31,"USA, Portland",CUST-05443,30,Clinical psychologist,Female,Bag,CAT-06,BA-5738,Bag Eco,2,Recycled Polyester,100,200,Fair Trade,4.07,857,42,0.2,Not Returned,,Good
ORD-005444,2024-08-19,"Germany, Freiburg",CUST-05444,30,"Programmer, multimedia",Other,Bag,CAT-06,BA-7488,Bag Green,5,Organic Cotton,100,500,GOTS,9.21,1792,66,0.46,Not Returned,,Excellent
ORD-005445,2024-11-03,"USA, Seattle",CUST-05445,23,Insurance claims handler,Female,Shoes,CAT-05,SHO-1229,Shoes Style,4,Bamboo,170,680,OEKO-TEX,7.66,1183,94,0.38,Not Returned,,Poor
ORD-005446,2025-01-04,"Australia, Melbourne",CUST-05446,24,Health and safety inspector,Female,Shoes,CAT-05,SHO-1480,Shoes Green,2,Recycled Polyester,130,260,GOTS,11.92,1350,79,0.6,Returned,No Reason,Good
ORD-005447,2023-12-05,"New Zealand, Wellington",CUST-05447,37,Clinical embryologist,Male,Pants,CAT-02,PA-5015,Pants Eco,1,Hemp,100,100,B Corp,10.09,1608,78,0.5,Not Returned,,Good
ORD-005448,2024-09-11,"USA, Seattle",CUST-05448,26,Social researcher,Male,Dress,CAT-03,DR-7398,Dress Style,1,Recycled Polyester,105,105,GOTS,5.35,1472,24,0.27,Not Returned,,Average
ORD-005449,2024-11-11,"USA, Berkeley",CUST-05449,25,Information systems manager,Male,Pants,CAT-02,PA-9982,Pants Classic,5,Recycled Polyester,75,375,None,8.38,616,92,0.42,Not Returned,,Excellent
ORD-005450,2025-01-20,"USA, Seattle",CUST-05450,47,"Pharmacist, community",Male,Shirt,CAT-01,SHI-2812,Shirt Eco,3,Linen,50,150,B Corp,7.13,824,37,0.36,Not Returned,,Good
ORD-005451,2023-04-25,"Australia, Melbourne",CUST-05451,31,Financial risk analyst,Male,Shoes,CAT-05,SHO-8217,Shoes Green,3,Organic Cotton,155,465,None,6.89,826,72,0.34,Not Returned,,Good
ORD-005452,2024-11-08,"USA, Boulder",CUST-05452,35,Sports development officer,Female,Shoes,CAT-05,SHO-2018,Shoes Style,5,Hemp,195,975,GOTS,14.07,784,55,0.7,Not Returned,,Average
ORD-005453,2025-03-15,"Canada, Victoria",CUST-05453,49,Jewellery designer,Female,Pants,CAT-02,PA-8118,Pants Eco,4,Linen,85,340,OEKO-TEX,4.41,750,15,0.22,Not Returned,,Excellent
ORD-005454,2023-10-27,"Germany, Berlin",CUST-05454,40,Equality and diversity officer,Female,Pants,CAT-02,PA-1969,Pants Green,4,Linen,85,340,None,8.88,2085,76,0.44,Not Returned,,Good
ORD-005455,2024-12-28,"Norway, Bergen",CUST-05455,45,Jewellery designer,Male,Pants,CAT-02,PA-8419,Pants Style,2,Linen,90,180,GOTS,8.41,1773,67,0.42,Not Returned,,Excellent
ORD-005456,2024-11-22,"Germany, Berlin",CUST-05456,48,"Sales professional, IT",Female,Shoes,CAT-05,SHO-6383,Shoes Style,1,Recycled Polyester,135,135,GOTS,2.27,1538,29,0.11,Not Returned,,Average
ORD-005457,2023-08-30,"USA, Berkeley",CUST-05457,40,Dealer,Female,Bag,CAT-06,BA-9431,Bag Classic,2,Bamboo,115,230,GOTS,10.4,1205,22,0.52,Not Returned,,Good
ORD-005458,2025-01-04,"Germany, Berlin",CUST-05458,51,Mining engineer,Male,Shoes,CAT-05,SHO-9497,Shoes Style,2,Bamboo,160,320,Fair Trade,11.02,1266,41,0.55,Not Returned,,Good
ORD-005459,2025-02-10,"Australia, Melbourne",CUST-05459,21,"Nurse, mental health",Male,Pants,CAT-02,PA-2055,Pants Green,4,Recycled Polyester,70,280,B Corp,12.22,2585,30,0.61,Not Returned,,Average
ORD-005460,2024-11-01,"USA, Portland",CUST-05460,30,Commercial/residential surveyor,Male,Bag,CAT-06,BA-2644,Bag Eco,1,Organic Cotton,105,105,GOTS,6.16,1924,98,0.31,Returned,Not as Expected,Good
ORD-005461,2025-01-02,"Germany, Berlin",CUST-05461,51,Brewing technologist,Other,Pants,CAT-02,PA-1104,Pants Classic,4,Organic Cotton,85,340,GOTS,12.1,1290,51,0.6,Not Returned,,Good
ORD-005462,2023-12-19,"USA, Boulder",CUST-05462,42,"Designer, jewellery",Female,Shirt,CAT-01,SHI-4960,Shirt Classic,4,Organic Cotton,50,200,None,12.37,2352,73,0.62,Not Returned,,Average
ORD-005463,2024-05-10,"Germany, Berlin",CUST-05463,24,"Scientist, water quality",Male,Pants,CAT-02,PA-2543,Pants Style,4,Bamboo,80,320,B Corp,9.29,2801,95,0.46,Returned,Wrong Size,Poor
ORD-005464,2023-12-23,"USA, San Francisco",CUST-05464,22,Psychiatric nurse,Female,Jacket,CAT-04,JA-8768,Jacket Eco,1,Linen,235,235,None,3.94,2499,92,0.2,Not Returned,,Poor
ORD-005465,2023-09-01,"Canada, Victoria",CUST-05465,28,Chiropractor,Male,Jacket,CAT-04,JA-4487,Jacket Eco,1,Linen,230,230,OEKO-TEX,3.05,1997,58,0.15,Not Returned,,Good
ORD-005466,2023-11-03,"Canada, Vancouver",CUST-05466,25,Sports development officer,Male,Dress,CAT-03,DR-2551,Dress Green,4,Bamboo,130,520,GOTS,8.53,1511,21,0.43,Not Returned,,Excellent
ORD-005467,2024-03-28,"Germany, Berlin",CUST-05467,31,"Pharmacist, community",Male,Shirt,CAT-01,SHI-8734,Shirt Style,5,Bamboo,50,250,GOTS,6.93,1448,33,0.35,Not Returned,,Good
ORD-005468,2023-08-29,"Sweden, Stockholm",CUST-05468,36,"Lighting technician, broadcasting/film/video",Female,Dress,CAT-03,DR-7257,Dress Eco,5,Recycled Polyester,120,600,OEKO-TEX,7.06,2358,86,0.35,Not Returned,,Average
ORD-005469,2024-11-05,"USA, Boulder",CUST-05469,38,Psychotherapist,Female,Shirt,CAT-01,SHI-6667,Shirt Eco,2,Hemp,55,110,GOTS,2.9,2554,25,0.14,Not Returned,,Good
ORD-005470,2023-09-18,"USA, Santa Cruz",CUST-05470,52,Tourism officer,Female,Bag,CAT-06,BA-3744,Bag Green,5,Bamboo,115,575,GOTS,3.88,1466,79,0.19,Not Returned,,Excellent
ORD-005471,2025-02-03,"Netherlands, Amsterdam",CUST-05471,31,Product manager,Male,Pants,CAT-02,PA-8406,Pants Eco,3,Organic Cotton,80,240,OEKO-TEX,7.92,1263,100,0.4,Not Returned,,Excellent
ORD-005472,2024-03-18,"Canada, Victoria",CUST-05472,31,"Scientist, forensic",Female,Jacket,CAT-04,JA-8149,Jacket Style,4,Recycled Polyester,180,720,OEKO-TEX,14.63,2863,68,0.73,Not Returned,,Good
ORD-005473,2024-06-23,"USA, Burlington",CUST-05473,29,Fisheries officer,Male,Dress,CAT-03,DR-1170,Dress Style,2,Hemp,150,300,OEKO-TEX,8.89,2720,82,0.44,Not Returned,,Good
ORD-005474,2024-02-16,"Canada, Vancouver",CUST-05474,51,"Engineer, civil (contracting)",Male,Jacket,CAT-04,JA-2451,Jacket Classic,5,Linen,220,1100,OEKO-TEX,12.42,1827,21,0.62,Not Returned,,Average
ORD-005475,2023-05-14,"USA, Seattle",CUST-05475,27,Wellsite geologist,Female,Shoes,CAT-05,SHO-3059,Shoes Style,5,Bamboo,150,750,B Corp,13.69,1056,20,0.68,Not Returned,,Excellent
ORD-005476,2023-05-27,"Germany, Berlin",CUST-05476,24,Early years teacher,Female,Shoes,CAT-05,SHO-4981,Shoes Style,3,Organic Cotton,140,420,Fair Trade,5.98,841,59,0.3,Returned,Other,Average
ORD-005477,2023-10-06,"USA, Boulder",CUST-05477,32,"Presenter, broadcasting",Male,Pants,CAT-02,PA-7792,Pants Classic,5,Linen,90,450,Fair Trade,14.78,2736,38,0.74,Not Returned,,Average
ORD-005478,2024-07-19,"Canada, Victoria",CUST-05478,41,"Radiographer, diagnostic",Female,Pants,CAT-02,PA-1260,Pants Green,1,Linen,90,90,GOTS,3.73,900,64,0.19,Not Returned,,Average
ORD-005479,2023-12-18,"Germany, Freiburg",CUST-05479,47,Paramedic,Male,Dress,CAT-03,DR-3450,Dress Classic,5,Linen,125,625,None,14.24,861,55,0.71,Not Returned,,Average
ORD-005480,2025-03-17,"Germany, Berlin",CUST-05480,27,Seismic interpreter,Male,Dress,CAT-03,DR-2276,Dress Style,1,Recycled Polyester,110,110,Fair Trade,6.29,692,63,0.31,Not Returned,,Excellent
ORD-005481,2023-09-12,"Norway, Bergen",CUST-05481,31,Art gallery manager,Female,Shoes,CAT-05,SHO-6424,Shoes Style,5,Organic Cotton,160,800,GOTS,10.84,1108,40,0.54,Not Returned,,Excellent
ORD-005482,2024-08-23,"USA, Portland",CUST-05482,31,Quality manager,Male,Pants,CAT-02,PA-6701,Pants Eco,5,Recycled Polyester,70,350,Fair Trade,6.85,2732,100,0.34,Not Returned,,Good
ORD-005483,2024-05-30,"Norway, Oslo",CUST-05483,20,"Scientist, research (physical sciences)",Male,Bag,CAT-06,BA-4833,Bag Classic,5,Linen,125,625,Fair Trade,2.29,1610,82,0.11,Not Returned,,Average
ORD-005484,2024-02-27,"USA, Santa Cruz",CUST-05484,44,Professor Emeritus,Female,Shirt,CAT-01,SHI-8956,Shirt Classic,2,Bamboo,55,110,GOTS,13.08,717,90,0.65,Not Returned,,Good
ORD-005485,2024-03-27,"USA, Boulder",CUST-05485,25,Restaurant manager,Male,Dress,CAT-03,DR-4200,Dress Classic,3,Hemp,140,420,B Corp,14.16,2789,74,0.71,Not Returned,,Average
ORD-005486,2024-06-30,"USA, Burlington",CUST-05486,24,"Administrator, education",Male,Jacket,CAT-04,JA-5433,Jacket Green,5,Hemp,235,1175,None,12.69,976,67,0.63,Not Returned,,Excellent
ORD-005487,2023-08-01,"USA, Portland",CUST-05487,46,Corporate investment banker,Male,Shoes,CAT-05,SHO-4370,Shoes Classic,4,Organic Cotton,155,620,Fair Trade,6.14,2342,98,0.31,Not Returned,,Excellent
ORD-005488,2024-04-13,"Germany, Berlin",CUST-05488,31,Research scientist (maths),Other,Dress,CAT-03,DR-2247,Dress Classic,5,Organic Cotton,120,600,GOTS,12.3,2490,95,0.62,Not Returned,,Excellent
ORD-005489,2024-10-02,"New Zealand, Wellington",CUST-05489,53,Research scientist (medical),Male,Shoes,CAT-05,SHO-3353,Shoes Green,5,Recycled Polyester,140,700,GOTS,8.06,1440,79,0.4,Not Returned,,Excellent
ORD-005490,2024-04-19,"Germany, Freiburg",CUST-05490,48,Pharmacologist,Male,Jacket,CAT-04,JA-4580,Jacket Classic,5,Hemp,225,1125,B Corp,13.8,1200,27,0.69,Not Returned,,Good
ORD-005491,2024-11-07,"New Zealand, Wellington",CUST-05491,48,Microbiologist,Female,Shirt,CAT-01,SHI-2501,Shirt Classic,5,Linen,60,300,None,12.7,785,22,0.64,Not Returned,,Good
ORD-005492,2025-02-13,"Norway, Oslo",CUST-05492,22,Animator,Female,Pants,CAT-02,PA-4565,Pants Eco,2,Hemp,100,200,Fair Trade,5.17,1115,20,0.26,Not Returned,,Excellent
ORD-005493,2023-09-28,"Germany, Berlin",CUST-05493,53,Metallurgist,Other,Shoes,CAT-05,SHO-3488,Shoes Eco,1,Recycled Polyester,145,145,Fair Trade,7.58,1050,54,0.38,Not Returned,,Excellent
ORD-005494,2025-03-29,"USA, San Francisco",CUST-05494,40,Museum/gallery exhibitions officer,Male,Bag,CAT-06,BA-8876,Bag Eco,2,Organic Cotton,105,210,GOTS,14.02,1919,29,0.7,Returned,Defective,Excellent
ORD-005495,2023-04-13,"Germany, Freiburg",CUST-05495,31,"Engineer, electrical",Other,Pants,CAT-02,PA-7734,Pants Style,4,Linen,90,360,OEKO-TEX,13.64,545,63,0.68,Not Returned,,Average
ORD-005496,2024-01-15,"Norway, Oslo",CUST-05496,54,"Engineer, control and instrumentation",Female,Bag,CAT-06,BA-4139,Bag Green,5,Organic Cotton,105,525,GOTS,14.26,1891,32,0.71,Not Returned,,Good
ORD-005497,2024-11-30,"Canada, Victoria",CUST-05497,36,Restaurant manager,Male,Shoes,CAT-05,SHO-6581,Shoes Classic,3,Hemp,195,585,OEKO-TEX,2.98,1935,82,0.15,Returned,Other,Excellent
ORD-005498,2023-06-20,"Sweden, Stockholm",CUST-05498,52,Brewing technologist,Female,Dress,CAT-03,DR-8930,Dress Classic,2,Organic Cotton,130,260,OEKO-TEX,14.44,1912,78,0.72,Not Returned,,Good
